question,answer,document
信用账户关闭创业板权限是否会影响普通账户创业板权限？,②信用账户关闭创业板权限不影响普通账户创业板权限。,chuangyeban_json_csv
深交所的收盘价是通过哪种方式产生？,证券的收盘价通过集合竞价的方式产生。收盘集合竞价不能产生收盘价或未进行收盘集合竞价的，以当日该证券最后一笔交易前一分钟所有交易的成交量加权平均价（含最后一笔交易）为收盘价。当日无成交的，以前收盘价为当日收盘价。,Agujiaoyi_json
机构投资者首次开通创业板权限的渠道有哪些？,机构代理人带齐有效开户证件在交易日9:00-16:00至就近营业部进行开通，需携带资料请联系营业部确认。【备注】机构客户开通创业板权限支持见证办理，具体如何办理请咨询拟办理营业部。,chuangyeban_json_csv
预约打新的品种有哪些？,预约打新功能支持的品种包含沪深A股新股（含科创板、创业板）、不含北交所新股。,yuyuedaxin_json_csv
申请开展广告投放等对外传播事宜的流程、步骤是？,流程、步骤：将广告投放计划、设计样稿邮件发送办公室品牌管理岗预沟通，如设计样稿有误，应做出修正设计文件确认后，发起签报流程，办公室会签确认。广告投放过程中应注意留痕，投放结束后将投放情况（包括不限于照片、录音等能证明投放情况的留痕文件）汇总发送给办公室品牌管理岗备案,xingzheng_json
证券竞价交易范围以哪种原则撮合成交？,1、证券竞价交易按价格优先、时间优先的原则撮合成交。价格优先的原则为：较高价格买入申报优先于较低价格买入申报，较低价格卖出申报优先于较高价格卖出申报。时间优先的原则为：买卖方向、价格相同的，先申报者优先于后申报者。先后顺序按交易主机接受申报的时间确定。,Agujiaoyi_json
使用品牌标识元素前，与办公室管理岗预沟通时。应要确认哪些信息？,与办公室品牌管理岗预沟通，确定品牌识别元素应用场景、目的等信息,xingzheng_json
应对媒体危机时，应准备哪些资料？,事前应准备的资料：事件基本情况（书面或口头）；,xingzheng_json
深市的连续竞价时间是？,连续竞价时间为：9:30至11:30、13:00至14:57,Agujiaoyi_json
深市（ST、*ST股票）的涨跌幅范围是？,5%,Agujiaoyi_json
创业板交易新规中，对核准制+注册制创业板风险警示股票的涨跌幅限制是？,2、核准制+注册制创业板风险警示股票的涨跌幅为20%；,chuangyeban_json_csv
具有协议控制架构或类似特殊安排的创业板股票/存托凭证的特别标识为？,3、具有协议控制架构或类似特殊安排的创业板股票/存托凭证的特别标识为“V”；上市后不再具有相关安排的，该特别标识取消。,chuangyeban_json_csv
普通账户和信用账户的股票市值会合并计算新股申购额度吗？,会。若同一身份证名下有多个证券账户，持有的单一市场的非限售A股市值是合并计算的，因此普通账户和信用账户持仓股票市值均纳入新股申购额度计算（信用账户包含融资买入的股票市值）。,Aguxingu_json_csv
北交所新股网下询价后必须网下申购吗？,是的。若您在询价阶段提供了有效报价，则必须参与北交所新股网下申购，且申购账户必须与询价账户相同。[备注]如提供了有效报价但未参与网下申购则采取黑名单处罚。,beijiaosuo_json_csv
信用账户开通创业板权限如何通过自助渠道开通？,1、自助渠道（个人）（1）70周岁以下（不含）个人投资者（含港澳台），可通过以下方式开通（支持7*24小时开通）：1）手机软件：我的—开通创业板/交易—信用—账户管理—创业板开通；2）电脑软件（新版）：我的—业务办理—创业板权限开通，或者我的—业务办理—融资融券—业务权限—创业板权限开通。根据系统提示操作。（2）70周岁以上境内个人投资者，可通过以下方式开通（支持7*24小时开通）：手机软件：我的—开通创业板/交易—信用—账户管理—创业板开通；【备注】①信用账户自助开通创业板权限还需满足信用账户状态正常、不存在身份证件异常等条件；②普通账户已开通的是核准制创业板权限，信用账户满足自助开通条件，可开通信用账户核准制创业板权限。或您可先开通普通账户核准制+注册制创业板权限后，再开通信用账户核准制+注册制权限；③普通账户已开通的是核准制+注册制创业板权限，信用账户满足自助开通条件，则开通的是核准制+注册制创业板权限。,chuangyeban_json_csv
北交所新股采用什么方式在进行网下新股发行？,采用询价方式发行的新股可进行网下新股发行。,beijiaosuo_json_csv
公司官网发布内容包括哪几类？,非业务类（如：休市通知、活动通知）业务类（业务公告、风险提示、业务宣传广告）,xingzheng_json
创业板风险警示股票涨跌幅限制是多少？,创业板（核准制+注册制）风险警示股票的涨跌幅为20%。,chuangyeban_json_csv
深市的市价委托方式是？,1）对手方最优价格申报对手方最优价格申报是指以申报进入交易主机时集中申报簿中对手方队列的最优价格为其申报价格的市价申报方式。简单来说，对手方最优价格申报相当于在不考虑行情信息差异的情况下，买入时以“卖一”为限价，卖出时以“买一”为限价的申报方式。2）本方最优价格申报本方最优价格申报是指以申报进入交易主机时集中申报簿中本方队列的最优价格为其申报价格的市价申报方式。简单来说，本方最优价格申报相当于在不考虑行情信息差异的情况下，买入时以“买一”为限价，卖出时以“卖一”为限价的申报方式，当本方最优价格申报进入交易主机时，在原有的“买一”或“卖一”队列中排队。3）最优五档即时成交剩余撤销申报最优五档即时成交剩余撤销申报是指以对手方价格为成交价格，与申报进入交易主机时集中申报簿中对手方最优五个价位的申报队列依次成交，未成交部分自动撤销的市价申报方式。简单来说，最优五档即时成交剩余撤销申报也就是在不考虑行情信息差异的情况下，依次以“买一”到“买五”价格作为卖出价格或依次以“卖一”到“卖五”价格作为买入价格，如申报无法全部成交，剩余未匹配量自动撤销的申报方式。4）即时成交剩余撤销申报即时成交剩余撤销申报是指以对手方价格为成交价格，与申报进入交易主机时集中申报簿中对手方的所有申报队列依次成交，未成交部分自动撤销。简单来说，即时成交剩余撤销申报相当于在不考虑行情信息差异的情况下，从“买一”价格开始依次作为卖出价格或以“卖一”价格开始依次作为买入:价格，如申报无法全部成交，剩余未匹配量自动撤销的申报方式。5）全额成交或撤销申报全额成交或撤销申报是指以对手方价格为成交价格，如与申报进入交易主机时集中申报簿中对手方的所有申报队列依次成交能够使其完全成交的，则依次成交，否则申报全部自动撤销的市价申报方式。简单来说，全额成交或撤销申报相当于在不考虑行情信息差异的情况下，如申报能与对手方队列完全成交的，则从“买一”或“卖一”开始依次配对，直至完全成交，如不能完全成交，则申报被全部撤销的申报方式。,Agujiaoyi_json
持有单只股票的数量为100股或其整数倍的，卖出申报数量时可以拆分卖出吗？,持有单只股票的数量为100股或其整数倍的，卖出申报数量应当为100股或其整数倍，不得拆分卖出；,Agujiaoyi_json
同一账户有多个深A，申购北交所新股时使用哪个深A？,若您同一资金账户下有多个深A股东代码，申购北交所新股时优先权限最大的深A账户（如：开通一级权限的深A优先于开通了二级权限的深A）；若权限相同，则优先开通时间距离现在最近的深A账户。,beijiaosuo_json_csv
70周岁以上的个人投资者，在已开通核准制创业板交易权限下可以通过哪些自助渠道开通？,仅能通过手机软件自助开通，在原来的开通步骤中增加了人脸识别环节，人脸识别每天最多5次。手机软件：我的—开通创业板；手机软件（V8.0前版本）：我的—我的业务办理—开通创业板；手机软件（v8.0及以上版本）：我的—全部业务—开通创业板；需签署适当/不适当确认书、《创业板投资者风险揭示书》等协议（专业投资者无需签署风险揭示书）。,chuangyeban_json_csv
收到外单位来文，首先会转交给哪些部门呢？,"收到外单位来文，需要第一时间（一般文件24小时内，急件即时移交）交部门来文岗（或综合岗），或直接给总裁办公室联系人（来文处理岗，邮箱：zcbgs@cmschina.com.cn,rencl@cmschina.com.cn）",xingzheng_json
集中采购的采购申请如何申请审批？,属于集中采购范围：需求部门提交采购申请单，即在OA系统中发起“集中采购申请流程”，由办公室组织实施采购；,xingzheng_json
退市整理股票从哪个时间段终止上市？,退市整理股票自退市整理期开始之日起，在退市整理板交易30个交易日，全天停牌的不计入退市整理期，该期限届满后的次日终止上市。,Agujiaoyi_json
创业板交易旧规中，新股上市的首日的报价范围是？,新股上市首日：有效报价范围：发行价*64%≤有效申报价格≤发行价*144%超过有效申报价格范围的申报为无效申报。1、开盘集合竞价阶段：发行价的上下20%，但不得超过有效报价范围。2、连续竞价阶段、收盘集合竞价阶段：最近成交价的±10%，但不得超过有效报价范围。,chuangyeban_json_csv
创业板、科创板、北交所新股申购有什么区别？,创业板、科创板、北交所新股申购有什么区别，请点击右侧“详情”查看。,beijiaosuo_json_csv
若在开通时，系统提示“请在交易时间内办理”，可以如何操作？,若在开通时，系统提示“请在交易时间内办理”，可查询客户账户是否存在未规范点或限制，引导客户操作更新更新成功后，再操作开通。,chuangyeban_json_csv
普通账户如何通过手机软件操作进行创业板交易？,1、手机软件：交易—普通—买入/卖出；,chuangyeban_json_csv
普通账户最早什么时间可以提前锁定新股/新债中签资金？,最早可在查询到新股/新债中签记录后提前锁定中签资金。普通账户T日申购新股/新债，如您在T+1日晚上清算后查到账户有新股/新债中签，那么此时您便可提前锁定新股/新债中签资金。,Aguxingu_json_csv
申购北交所新股后可以注销深A股东代码卡吗？,（1）T日申购，未公布配售结果前（即T+3日前），可注销深A股东代码卡，如有配售的股数后期将发放至此股东代码卡下。如您深A仅在我司解挂，配售股份将发放至其他账户相同深A下；如您深A在中登注销，则配售股份将无法入账且无法交易。（2）T日申购，T+3日查询已有配售的股票，则无法注销深A股东代码卡。,beijiaosuo_json_csv
普通账户可以选择哪些方式进行创业板交易委托？,以上方式可选择限价、市价（除微证券）、盘后定价方式进行委托。,chuangyeban_json_csv
C2稳健型及C3平衡型客户需签署不适配确认书吗？,C2稳健型及C3平衡型客户需签署不适配确认书,ganggutong_json_csv
新股申购的日均持有市值是按自然日计算吗？,不是。A股新股申购的日均持有市值是按交易日计算，不是自然日。,Aguxingu_json_csv
普通账户权限开通结果查询如何通过手机软件查询？,（1）手机软件：我的—开通创业板；手机软件（V8.0前版本）：我的—我的业务办理—开通创业板；手机软件（v8.0及以上版本）：我的—全部业务—开通创业板；,chuangyeban_json_csv
办理收文事前应该准备哪些资料？,事前应准备的资料：无,xingzheng_json
核准制公司的实施市场一般为？,A股的主板、核准制创业板,chuangyeban_json_csv
购买投资于创业板股票的基金要开通权限吗？,不需要。交易、认申购投资于创业板股票的基金不需要开通创业板权限。,chuangyeban_json_csv
网下申购缴款应该以哪种方式缴纳？,采用全额缴付申购资金的方式。在申购日当日需主资金账户有足额的可用资金进行缴款。,beijiaosuo_json_csv
如何通过手机软件查询新股申购额度？,手机软件：交易—新股申购—今日申购，“全部”菜单可查看沪A、深A和科创板额度，“普通新股”菜单可查看沪A和深A额度，“注册制新股”菜单可查看深A和科创板额度；手机软件：没有开通科创板权限不会显示科创板新股额度，申购时会提示需开通科创板权限。,Aguxingu_json_csv
预约打新申报失败可以再自行申购吗？,可以。若因为发行信息临时变动（如发行价或申购日变更）等原因导致预约打新申购失败，您可以自行通过手机软件或其他渠道申购。,yuyuedaxin_json_csv
自行申购委托时，可以通过哪些渠道进行申购呢？,您可以自行通过手机软件或其他渠道申购。,yuyuedaxin_json_csv
党委会、总裁办公会的议题报送时间要求是什么？,“三重一大”议题，主办部门应按照规范格式在每周二下班前将拟提交下周党委会审议的议题报党委办公室，拟提交下周总裁办公会审议的议题报总裁办公室。非“三重一大”议题，主办部门应按照规范格式在每周四下班前将拟提交下周党委会审议的议题报党委办公室，拟提交下周总裁办公会审议的议题报总裁办公室。未按规定时间及要求报送的，党委办公室、总裁办公室不予受理。特殊情况，由主办部门分管领导向党委办公会、总裁办公会的会议主持领导汇报，获得批准后可予以受理。,xingzheng_json
编辑部约稿的审批流程、步骤？,编辑部针对特定主体发布征稿启示→投稿人撰稿→投稿至月刊编辑部邮箱（tougao@cmschina.com.cn）→编辑部择优采用→撰稿人提交部门负责人审阅（不涉及公司及部门工作的稿件，无需提交部门负责人审阅，例如散文、游记、摄影作品等副刊内容）→编辑部设计版面→编辑部向作者邮件确认版面定稿→送审付印,xingzheng_json
合同盖章审批通过后，应持哪些材料到谁拿盖章呢？,审批通过后，持打印件至印章管理人处盖章。,xingzheng_json
可以通过哪些方式取消预约申购呢？/如何操作取消预约申购？,您都可以通过手机软件—交易—新股申购—预约打新—预约记录—处理状态下方可以选择取消预约。,yuyuedaxin_json_csv
如何通过沪深A股股东卡开通港股通权限？,"账户有沪A（已指定）、深A的股东代码卡，满足条件均可开通港股通交易权限,权限开通成功后会添加沪H、深H股东卡。",ganggutong_json_csv
由那几部分形成《部门档案归档范围及保管期限表》？,根据《部门档案分类方案》的一级类目、二级类目，形成《部门档案归档范围及保管期限表》的框架，并将相应的内容填入“归档范围和条款”一栏，同时确定档案的保管期限。,xingzheng_json
新股配号按照多少股配一个号呢？,新股配号按照深市、沪市科创板每500股配一个号，沪市主板新股每1000股一个配号。,Aguxingu_json_csv
网上申购北交所新股，申购后可以撤单吗？,申购北交所新股，一经申购不可撤单。,beijiaosuo_json_csv
交易港股通股票需要开通权限吗？,需要。港股通业务分为沪市和深市，您需要根据实际需要开通对应市场的港股通权限，若您想交易沪深两市港股通股票，也可以开通两个市场的港股通权限。,ganggutong_json_csv
未盈利企业的上市条件是？,预计市值不低于10亿元，最近1年营业收入不低于3亿元未盈利企业上市标准自2020.6.12起一年内暂不实施。,chuangyeban_json_csv
新股申购当天微证券公众号（普通账户）会有哪些弹框提示？,②微证券公众号（普通账户）:会有新股发行提醒、新股申购提交通知。,Aguxingu_json_csv
网下申购的新股是否有限售期？、？,监管部门规定要规范上市公司控股股东和持股5%以上股东及董事、监事、高级经理人员（以下简称“董监高”）减持股份行为，网下机构在申报的时候需要明确是否属于监管限制的这几类，如果不是，就没有限售期。,Aguxingu_json_csv
股票市场的涨跌幅限制有哪些？,"1、股票交易实行价格涨跌幅限制，涨跌幅限制比例为10%,ST和*ST等被实施特别处理的股票价格涨跌幅限制比例为5%涨跌幅限制价格的计算公式为：涨跌幅限制价格=前收盘价×(1±涨跌幅限制比例)。备注：计算结果按照四舍五入原则取至价格最小变动单位。2、以下情况，股票上市首日不实行价格涨跌幅限制：深市：首次公开发行股票上市的；暂停上市后恢复上市的沪市：首次公开发行上市的股票和封闭式基金；增发上市的股票；暂停上市后恢复上市的股票；退市后重新上市的股票",Agujiaoyi_json
如何通过历史成交菜单查询中签记录？,2）历史成交菜单下查看历史成交信息，买卖标志为“配售中签”的记录，即表示有中签记录，成交配号显示的是中了签的具体配号，每中1签就有一条记录。,Aguxingu_json_csv
放弃中签缴款的股数以什么为准？,1）放弃缴款的股数以实际不足资金为准,Aguxingu_json_csv
深交所在开盘竞价的哪个时间段会接受并处理撤单？,09：15--09：20（开盘集合竞价）,Agujiaoyi_json
如何通过手机软件（V8.10及以上版本）查询询价记录？,1)手机软件（V8.10及以上版本）:交易—北交所交易—新股询价—询价查询—询价委托；,beijiaosuo_json_csv
在沪市中，T日指定，请问哪一天才可以申购呢？,沪市：T日指定，需T+2日才可申购。,Aguxingu_json_csv
申购注册制创业板新股有什么条件？,申购注册制创业板新股，需要您账户在申购日当天有深市新股申购额度且已开通注册制创业板交易权限。,Aguxingu_json_csv
在公司官网发布内容是应准备哪些材料？,事前应准备的资料：横向协作流程、会签流程,xingzheng_json
创业板交易新规中，新股上市后的前5个交易日临时停牌阶段、复牌集合竞价、收盘集合竞价阶段的报价范围是？,3、临时停牌阶段、复牌集合竞价、收盘集合竞价阶段：最近成交价的±10%。,chuangyeban_json_csv
沪市主板新股申购按照多少股的整倍数显示？,沪市主板新股申购额度按1000股整数倍显示。,Aguxingu_json_csv
普通账户怎么查询历史新股申购记录？,普通账户查询历史A股新股申购记录有以下方式：1、手机软件：交易—新股申购—我的申购—历史申购；2、电脑软件（新版）：交易—普通交易—新股申购—我的申购—历史已完结申购，T日新股申购日，则T+3日起可查看T日申购新股的记录。未完结缴款的新股申购记录，可通过“当前未完结申购”菜单查询；3、电脑软件（旧版）、电脑软件（新版）经典交易：股票—查询—历史委托查询；4、微证券：交易—一键打新—申购记录。,Aguxingu_json_csv
注册制创业板会和其他深市股票分别计算深市新股申购额度吗？,不会。注册制创业板和其他深市股票共同计算深市新股申购额度，共用深市新股申购额度，不会分开计算。,Aguxingu_json_csv
注册制的公司退市制度是否完善？,退市制度完善，退市效率和频率较高,chuangyeban_json_csv
创业板交易的交易机制是？,T+1，即T日买入的股票，自T+1日起才能卖出，T日卖出股票所得资金，自T+1日起，才能转出至银行卡（未参与天添利情况下）。,chuangyeban_json_csv
申购科创板新股需开通科创板权限吗？,需要。申购科创板新股，需开通科创板交易权限。,Aguxingu_json_csv
如何通过电脑软件（旧版）查询新股申购额度？,电脑软件（旧版）：股票—新股—新股额度查询，显示沪A、深A、科创板额度；,Aguxingu_json_csv
我司对集合竞价阶段的委托，是否会被废单？,【内部知悉】虽上海市场新股申购不参与集合竞价，但我司对集合竞价阶段的委托做了特殊处理，8:45后的委托单暂存我司系统中，故不会被废单。,Aguxingu_json_csv
进行预约打新后，系统未提交申购前预约的信息是否可以更改？,不可以。对某股票设置预约打新后，已提交的预约信息不可以修改，但在申购日申报时间之前的任一时间（7*24小时均可）可以通过手机软件取消预约，取消后您才可以重新填写预约打新信息提交预约。,yuyuedaxin_json_csv
怎么设置预约打新的时间？,您可以通过预约申购界面的申报时段进行设置，点击申报时段的下拉菜单可自行选择申购时间段，从9:30分开始，每5分钟为一个时间段，14:56-14:59最后4分钟为最后时间段。相关截图请点击右侧“详情”查看。,yuyuedaxin_json_csv
开通注册制创业板权限能交易什么品种？,开通注册制创业板权限可交易注册制前、后的所有创业板股票。,chuangyeban_json_csv
经过OA系统审批后，是否需要用章申请人或前来用印人员在用印审批单上签字？,用章申人或前来用印的人员应在用印审批单上签字，对打印件与电子系统内审批文件的一致性负责。,xingzheng_json
已开通核准制创业板交易权限的普通机构投资者非首次开通创业板权限如何申请开通权限？,无需适当性匹配，机构代理人带齐有效开户证件在交易日9:00-16:00至就近营业部签署相关协议进行开通注册制交易权限，需携带资料请联系营业部确认。【备注】开通创业板权限均支持见证办理，具体如何办理请咨询拟办理营业部。,chuangyeban_json_csv
T-1日为送股上市日，送股部分的市值是否纳入T日新股申购额度计算？,不纳入。经与中登公司确认，计算新股额度时，市值是T-2日的前20个交易日，含T-2日，日均的市值，且读取的是以上交易日的的每个交易日15：00的市值，假设T日是新股申购日，送股T-1日上市，实际上T-2日晚上清算后到账，但由于中登公司取的是15:00的市值，而送股是晚上清算后才到账，因此，T日为新股申购日，T-1日为送股上市日，在计算新股申购额度时，是不包含送股部分的市值的。[注意]&nbsp;送股、转增股以及新股中签缴款后但未上市均参照此规则。,Aguxingu_json_csv
如何通过微证券查询新股配号？,7)微证券：交易—一键打新—申购记录菜单查询新股配号、新股中签情况。,Aguxingu_json_csv
网下申购的申购条件有？,（1）网下申购条件参与北交所新股网下询价且提供了有效报价的网下投资者必须参与网下申购（无持仓市值要求）。,beijiaosuo_json_csv
上市公司出现哪些情形之一的，深交所可以决定终止其股票上市交易？,1）连续一百二十个交易日通过本所交易系统实现的股票累计成交量低于200万股；2）连续二十个交易日每日股票收盘价均低于1元；3）连续二十个交易日每日股票收盘市值均低于3亿元；4）连续二十个交易日每日公司股东人数均少于400人；5）本所认定的其他情形。,chuangyeban_json_csv
申购新股中签被锁定中签资金，是否可以取消锁定呢？,锁定后资金无法取消，我司会统一扣减中签资金用于新股中签缴款。,Aguxingu_json_csv
怎么确认账户是否满足权限开通时要求的交易经验？,区分情况：1、我司客户（1）支持自助开通权限的业务，可进入软件开通界面，系统将检测您账户的首笔交易经验是否满足开通要求；（2）请咨询联系所属营业部。2、非我司客户（1）通过中登公司官网—投资者服务专区查询；（2）账户本人携带有效二代身份证（港澳台客户携带开户时证件）在交易日9:00-17:00到我司就近营业部查询，请提前联系营业部。[备注]交易经验按照自然日（根据沪深交易所规定）。,chuangyeban_json_csv
如何确定新股申购的发行价？,剔除关联方报价、报价最高的部分等后，并根据剩余报价及拟申购数量协商确定发行价格。,beijiaosuo_json_csv
深交所的连续竞价时间段为？,13：00--14：57,Agujiaoyi_json
若普通账户已开通核准制创业板交易权限则信用账户，那么只能开通哪种交易权限？,（1）若普通账户已开通核准制创业板交易权限则信用账户只能开通核准制创业板交易权限；,chuangyeban_json_csv
信用账户创业板权限开通的开通结果查询如何通过电脑软件（新版）查询？,（2）电脑软件（新版）：我的—业务办理—创业板权限开通，或者我的—业务办理—融资融券—业务权限—创业板权限开通。,chuangyeban_json_csv
作为专业个人投资者，需要同时满足哪些条件才能开通港股通？,申请前二十个交易日（不含申请日当天）日均资产量不低于人民币50万知识水平测试成绩达到90分及以上,ganggutong_json_csv
网下询价的申购数量的一些要求？,申报数量应当为100股或其整数倍，并且不得超过单只新股的申购上限（上限一般为网下初始发行量，具体以公告为准），若超过该笔申报无效。,beijiaosuo_json_csv
深圳市场设计的品种有哪些？,涉及品种：深A股票、深B股票、场内买卖基金、债券现货,Agujiaoyi_json
申购新股什么时候会显示股份持仓？,T日操作A股新股申购，如T+2日有中签，普通账户中签日当天就会显示中签新股的持仓。信用账户中签当天不显示，等到T+3日晚上清算后才能在持仓中显示中签的新股。[备注]&nbsp;T日（新股申购日）及T+1日（配号查询日）账户持仓不显示新股持仓记录。,Aguxingu_json_csv
怎么查看港股通交易权限是否开通成功？,您可以通过以下渠道自行查看：1、手机软件：交易—港股通；2、电脑软件（新版）：我的—业务办理—港股通；3、电脑软件（新版）经典交易：股票—港股通—港股通业务开通；4、网上营业厅：进入业务办理首页—港股通。您通过上述渠道在进入港股通开通界面时，如已开通，系统提示“已开通”；如未开通，则界面可勾选对应市场股东代码卡进行开通。,ganggutong_json_csv
申购新股对申购数量有什么要求？,深市、沪市科创板新股申购数量以500股的整数倍进行申购，沪市主板新股申购数量以1000股的整数倍进行申购，且不得超过账户对应市场的新股申购额度，也不得超过新股发行公告规定的申购上限。举例：比如您账户有2万股深市新股申购额度，但某只新股申购上限为1.8万股，那您申购某只新股上限为1.8万股。,Aguxingu_json_csv
机构投资者如何自助开通港股通？,满足条件，仅可通过以下渠道自助开通（7*24小时）：电脑软件（新版）经典交易：股票—港股通—港股通业务开通。,ganggutong_json_csv
个人怎么取消港股通交易权限？,账户本人带有效二代身份证（港澳台客户需携带的是开户时证件）在交易日9:00-17:00到就近营业部现场办理，取消权限办理流程，请您提前咨询营业部。,ganggutong_json_csv
核准制公司的上市条件需满足哪些条件？,主要是成熟企业，一般要求企业满足盈利条件,chuangyeban_json_csv
公司官网发布业务类内容的审批流程？,填写会签申请单→上级主管审批→部门合规专员审批→需求部门领导审批→会签部门负责人审批(如内容涉及到多个部门，申请人需选择相关会签部门)→总裁办领导审批→会签通过后发布。,xingzheng_json
手机软件如何申购新股？,1)手机软件：交易—普通交易—新股发行—新股日历；,Aguxingu_json_csv
在T日询价哪个时间段起可以查询询价记录？,T日询价，T日起可通过以下渠道查询询价记录：,beijiaosuo_json_csv
非制度类公文发文流程、步骤是？,申请人发起“发文流程”，根据文件选择相应的“发文类型”，审批环节如下：填写申请单→文稿审核→部门领导审批→会签（如申请人选择了会签部门）→答复会签意见→主办部门领导审批确认→核稿→领导签发→排版→校对→文件制作→文件发布→文件发布复核→领取文件→对外报送（适用于对外发文）,xingzheng_json
如何通过手机软件（V8.10及以上版本）进行新股询价？,1）手机软件（V8.10及以上版本）：交易—北交所交易—新股询价—新股询价列表；,beijiaosuo_json_csv
已公布中签结果但未中签时，是否可以从我司委托管（转出）或撤指定新股？,T日申购，在T+2日查询未中签后即可办理转托管、撤指定。,Aguxingu_json_csv
在公司官网发布内容相关事宜的经办人/联系方式是？,经办人/联系方式：媒体管理岗陈硕0755-83081612,xingzheng_json
深市港股通的权限生效时间是？,（1）T日新开深A股东代码，T+1日才可开通深市港股通交易权限，T+2日可以交易港股通股票；（2）T日前（不含T日）已开深A股东代码，T日开通深市港股通权限T日即可交易。,ganggutong_json_csv
普通账户新股中签后怎么缴款？,当天新股中签，请您在中签当天16:00时保证主资金账户中有足够的可用资金，系统会自动扣款，或者您也可提前锁定中签需缴款资金。[备注]中签当天晚上清算后，对于在16:00未全部预冻结中签资金的客户会再次进行新股中签缴款，账户有足够的可取资金（如：中签当天16:00之后转入的资金、中签当日委托买入股票但未成交的资金、中签当天清算获得的红利等资金）也可用于新股缴款。,Aguxingu_json_csv
如何将广告投放计划、设计样稿发送给办公室品牌管理岗呢？,将广告投放计划、设计样稿邮件发送办公室品牌管理岗预沟通，如设计样稿有误，应做出修正,xingzheng_json
在中午休市时间段时们是否可以正常委托呢？,（中午休市时段可正常委托）,beijiaosuo_json_csv
开通创业板交易权限后有回访吗？,有的。由于创业板的风险较高，为了保护投资者利益，我司对已开通创业板权限的客户采取95565人工电话回访及短信问卷回访等回访方式。,chuangyeban_json_csv
个人投资者满足创业板开通条件，如果自助开通还需要同时满足哪些条件？,1、个人投资者满足创业板开通条件，自助开通还需满足以下2种条件：条件1：（1）账户状态正常，已有状态正常的深A股东卡（2）身份证明文件不存在异常情形（3）风险测评正常，未过期（4）不在交易所“重点监控账户”、中国结算“重点关注账户”名单（5）反洗钱风险等级非高风险条件2：（1）不在诚信信息“黑名单”（2）邮寄地址、证件地址不少于8个汉字,chuangyeban_json_csv
创业板交易新规中，单笔买卖申报最大数量是？,（1）限价申报：单笔买卖申报最大数量不得超过30万股；（2）市价申报：单笔买卖申报最大数量不得超过15万股；（3）盘后定价申报：单笔买卖申报最大数不得超过100万股。,chuangyeban_json_csv
70周岁以上境内个人投资者的信用账户开通创业板权限如何通过自助渠道开通？,手机软件：我的—开通创业板/交易—信用—账户管理—创业板开通；,chuangyeban_json_csv
上交所的收盘集合竞价时间段是？,14：57--15：00,Agujiaoyi_json
怎么查询北交所新股网下询价记录？,T日询价，T日起可通过以下渠道查询询价记录：1、手机软件（V8.10及以上版本）:交易—北交所交易—新股询价—询价查询—询价委托；2、电脑软件（新版，V7.11及以上版本）经典交易：股票—北交所—新股询价—询价委托查询。相关截图请点击右侧“详情”查看。,beijiaosuo_json_csv
网下发行通过哪些方式进行网下申购？,通过交易所网下发行电子平台及中国结算登记平台进行的网下报价、申购和配售的新股发行流程。,Aguxingu_json_csv
可转债、可交换债中签后的放弃原则，上海市场是以多少为单位？,可转债、可交换债中签后的放弃原则，上海市场放弃以1手为单位,Aguxingu_json_csv
股票质押式回购对新股申购额度市值计算有什么影响？,没有影响。股票质押式回购不影响A股新股申购额度市值的计算。,Aguxingu_json_csv
如何设置新股申购报送的时间段？,您可以通过手机软件：交易—普通—新股申购—提醒设置，或者新股申购—预约打新—申购设置菜单设置预约打新提交时段，设置后预约打新的新股会统一在该时间段申报。,yuyuedaxin_json_csv
我司软件可以查询已上市新股的收益吗？,可以。目前，您仅能通过手机软件：交易—新股申购—上市表现，查看A股新股的平均每签获利，其他软件暂时无法查看。相关截图请点击右侧“详情”查看。,Aguxingu_json_csv
信用账户个人客户怎么开通创业板权限？,1、自助渠道（需普通账户已开通创业板权限）（1）年龄在70周岁以下（不含）的境内外个人客户，可通过以下渠道开通：1）手机软件：我的—开通创业板，或者交易—信用—账户管理—创业板开通；2）电脑软件（新版）：我的—业务办理—创业板权限开通，或者我的—业务办理—融资融券—业务权限—创业板权限开通。以上渠道支持7*24小时开通，根据系统提示操作。（2）70周岁及以上的境内个人客户仅可通过手机软件开通创业板权限，需通过人脸识别（每天最多5次）后签署相关协议即可开通。【注意】由于人脸识别仅支持识别身份证开户的客户，因此70周岁及以上的港澳台、外国人客户无法自助办理，需临柜办理。2、营业部现场普通账户已开通创业板权限的情况下，账户本人在交易日9:00-17:00带有效二代身份证（港澳台客户需携带的是开户时证件）到就近营业部办理，请您提前与就近营业部联系。,chuangyeban_json_csv
关闭新媒体公众号应准备哪些材料？,事前应准备的资料：《招商证券（）部新媒体公众号停止运营报备表》,xingzheng_json
核准制公司的发行审核方式是？,由监管机构与中介机构分担实质性审核责任,chuangyeban_json_csv
市价委托成交后，多余的资金是否会释放？,市价委托成交后，多余的资金是否可实时释放，以账户实际显示为准。,Agujiaoyi_json
黑名单期间，哪些行为会受到限制？,黑名单期间将不得参与沪深两市新股申购、新债申购及北交所新股网下询价和网上、网下申购。黑名单期间将不得参与沪深两市新股申购、新债申购及北交所新股网下询价和网上、网下申购。,beijiaosuo_json_csv
工程建设类采购，哪些属于集中采购范围？,工程建设类采购，单项合同估算金额10万元以上的；,xingzheng_json
